,home_team_mean_offense_score,home_team_mean_midfield_score
11155,72.7,69.8
11156,87.3,86.8
11157,81.3,79.5
11160,84.0,74.8
11161,78.3,75.5
11163,76.3,79.5
11164,74.7,80.8
11165,83.7,78.5
11166,74.7,80.8
11170,80.7,77.0
11172,67.7,70.0
11173,71.7,77.5
11174,67.7,70.0
11175,73.3,71.8
11176,67.7,70.0
11177,71.7,77.5
11180,79.7,76.0
11184,78.3,74.2
11187,67.7,70.0
11188,77.0,70.8
11191,68.3,69.5
11200,68.3,70.8
11205,75.3,71.2
11210,77.7,75.0
11211,71.7,76.5
11213,85.7,89.5
11214,79.7,76.5
11215,67.7,70.0
11216,81.3,78.2
11217,71.3,69.8
11220,87.7,86.2
11221,74.7,80.8
11223,76.3,66.8
11224,71.0,73.0
11225,72.3,71.2
11226,83.7,78.5
11227,71.0,70.8
11236,70.0,74.0
11237,79.0,64.0
11238,79.7,76.0
11239,87.3,83.8
11242,80.7,75.2
11243,83.7,81.0
11245,75.0,75.2
11246,78.3,74.2
11247,87.3,86.8
11251,79.3,79.0
11256,80.3,76.0
11269,79.0,79.8
11276,68.3,69.5
11277,79.3,75.8
11284,68.3,69.5
11294,79.3,78.2
11296,81.3,79.5
11298,83.7,78.5
11301,80.3,77.2
11302,76.3,66.8
11304,81.7,77.5
11307,81.3,75.5
11308,71.0,73.0
11310,79.3,78.5
11311,71.7,77.5
11313,88.0,82.8
11315,79.3,79.0
11316,67.7,70.0
11320,81.3,79.5
11323,85.3,79.5
11324,70.3,72.8
11325,75.3,71.2
11326,78.3,82.8
11328,87.7,86.2
11329,84.0,85.2
11331,71.7,77.5
11338,86.7,86.2
11339,77.0,70.8
11341,79.3,75.5
11342,81.7,77.5
11344,73.3,75.8
11345,79.3,78.5
11346,88.0,82.8
11347,75.3,71.2
11348,78.3,82.8
11350,87.0,85.0
11352,79.3,79.0
11355,85.7,89.5
11356,80.7,77.0
11358,87.7,86.2
11359,84.0,85.2
11360,71.0,73.0
11361,73.3,71.8
11363,77.3,71.5
11365,87.3,83.8
11366,80.7,75.2
11368,81.3,74.8
11369,87.3,86.8
11375,80.3,77.2
11376,71.7,76.5
11380,74.7,80.8
11382,76.7,66.8
11383,83.7,78.5
11386,74.7,79.0
11387,88.0,82.8
11388,82.0,79.2
11389,79.7,76.0
11390,85.3,79.5
11391,68.3,69.5
11392,70.7,70.2
11393,73.3,75.8
11395,71.7,77.5
11402,87.7,86.2
11407,78.7,80.5
11409,76.3,66.8
11411,79.0,79.8
11413,87.3,86.8
11417,68.3,70.8
11420,85.7,89.5
11427,78.7,80.5
11428,67.7,70.0
11430,76.3,66.8
11440,87.3,83.8
11444,79.3,79.0
11445,68.3,69.5
11450,75.3,71.2
11452,71.7,66.0
11453,73.0,61.0
11455,58.3,60.5
11456,84.0,85.2
11461,79.0,79.8
11466,78.3,75.5
11467,65.7,63.5
11469,88.0,82.8
11470,80.7,75.2
11471,79.3,78.2
11473,87.3,86.8
11474,78.3,82.8
11478,79.3,79.0
11479,75.3,71.2
11480,81.3,75.5
11482,87.0,85.0
11484,88.0,82.8
11488,67.7,70.0
11490,58.3,60.5
11491,79.3,78.2
11501,79.0,64.0
11510,85.3,79.5
11516,84.0,74.8
11519,86.3,85.2
11524,71.0,70.8
11531,79.3,76.5
11533,79.3,79.0
11534,68.3,69.5
11535,81.3,79.5
11536,78.3,75.5
11537,75.3,71.2
11538,79.7,76.0
11540,87.7,86.2
11541,88.0,82.8
11542,84.0,74.8
11544,71.3,69.8
11545,79.3,78.2
11546,71.0,70.8
11547,81.7,77.5
11548,85.7,89.5
11549,87.3,83.8
11551,68.3,70.8
11552,69.7,75.0
11553,81.3,75.5
11556,80.7,77.0
11557,72.0,60.8
11558,79.0,79.8
11559,77.3,71.5
11560,88.0,82.8
11562,82.0,79.2
11563,81.3,74.8
11564,78.3,74.2
11566,70.7,70.2
11568,80.3,77.2
11573,71.7,66.0
11574,73.0,61.0
11579,74.7,80.8
11580,76.7,66.8
11584,83.7,78.5
11585,71.7,77.5
11587,73.3,71.8
11589,74.7,79.0
11593,87.3,86.8
11595,65.7,63.5
11597,84.0,85.2
11598,81.7,77.5
11600,84.0,85.2
11602,68.3,69.5
11618,78.3,74.2
11624,78.3,74.2
11625,68.3,69.5
11636,78.3,74.2
11657,80.3,77.2
11659,70.3,72.8
11660,68.3,70.8
11664,71.7,76.5
11665,69.7,75.0
11666,79.3,75.8
11667,73.0,61.0
11668,72.0,60.8
11670,81.3,78.2
11671,86.7,86.2
11673,73.3,75.8
11674,84.0,85.2
11676,76.7,66.8
11678,71.0,73.0
11679,77.0,70.8
11680,87.0,85.0
11681,71.7,77.5
11686,79.0,79.8
11687,77.3,71.5
11689,79.3,75.5
11691,87.3,83.8
11693,80.7,75.2
11694,81.7,77.5
11696,83.7,81.0
11697,75.0,75.2
11698,72.7,69.8
11700,85.3,79.5
11701,79.3,79.0
11703,70.7,70.2
11704,81.3,79.5
11705,80.3,76.0
11707,76.3,79.5
11708,65.7,63.5
11723,72.7,69.8
11725,70.7,71.5
11727,69.7,72.2
11729,86.0,85.5
11731,74.3,73.2
11733,73.0,76.8
11735,66.0,63.5
11736,77.7,75.2
11737,81.7,79.8
11740,76.3,70.8
11742,65.7,62.8
11743,63.7,66.8
11744,74.7,75.0
11745,73.3,71.8
11754,77.3,70.0
11755,86.7,85.5
11757,78.0,76.2
11760,74.7,75.8
11762,77.3,78.8
11764,78.0,78.8
11766,62.3,58.5
11767,76.3,74.8
11768,73.3,74.0
11769,86.0,86.0
11772,76.0,75.5
11774,73.7,76.2
11776,76.3,79.2
11777,72.7,67.2
11778,68.3,56.8
11784,79.7,74.8
11785,73.3,74.0
11786,69.7,72.2
11789,78.0,77.2
11790,85.7,85.8
11792,76.3,79.2
11793,81.7,79.8
11795,71.7,69.8
11796,85.0,84.5
11799,70.3,71.0
11800,73.7,69.0
11801,86.7,84.5
11805,66.0,66.0
11807,78.0,79.2
11809,77.3,70.0
11810,64.7,62.0
11811,70.7,71.0
11814,86.0,81.2
11816,80.3,76.8
11818,74.3,71.8
11819,86.0,86.0
11821,83.0,75.2
11822,77.0,78.2
11823,79.3,78.5
11825,80.0,75.8
11826,75.7,74.0
11831,78.0,79.2
11836,73.3,74.0
11840,70.3,75.5
11842,86.0,85.5
11843,73.0,76.8
11846,78.3,75.8
11847,79.3,78.0
11848,77.7,75.2
11849,76.3,77.8
11850,83.3,86.0
11854,71.7,69.8
11856,63.7,66.8
11857,83.3,82.5
11858,72.3,79.5
11859,77.7,77.5
11862,70.3,71.0
11863,74.7,75.0
11864,81.3,78.8
11865,72.7,68.8
11866,70.7,71.5
11870,74.3,79.0
11871,77.7,69.5
11873,86.7,85.5
11874,79.7,76.5
11875,74.7,75.8
11876,77.3,78.8
11878,76.0,78.0
11879,78.3,74.8
11880,78.0,78.8
11881,74.3,71.8
11884,83.0,75.2
11885,77.0,78.2
11887,72.7,60.2
11888,71.0,68.0
11889,79.3,78.5
11890,76.0,75.5
11891,75.7,74.0
11892,73.7,76.2
11895,76.3,70.8
11897,77.3,63.0
11899,74.7,64.5
11901,85.0,84.5
11903,75.0,74.8
11904,74.3,73.2
11906,67.0,68.8
11907,73.0,76.8
11908,78.0,77.2
11909,85.7,85.8
11910,71.0,72.0
11911,76.3,79.2
11912,71.3,66.5
11913,81.7,79.8
11915,78.0,79.2
11918,63.7,66.8
11919,83.3,82.5
11920,77.7,77.5
11922,73.7,69.0
11924,76.3,77.2
11925,86.7,84.5
11926,72.7,68.8
11927,70.3,75.5
11928,70.7,71.5
11930,66.0,66.0
11934,70.7,71.0
11935,78.0,76.2
11936,79.7,74.8
11937,86.0,81.2
11938,80.3,76.8
11939,76.3,74.8
11940,73.3,74.0
11942,74.7,64.5
11975,78.0,79.2
11978,70.3,75.5
11981,72.7,69.8
11985,74.3,73.2
11988,85.7,85.8
11989,77.7,75.2
11991,76.3,77.8
11995,85.0,84.5
11996,83.3,82.5
11997,72.3,79.5
11998,77.7,77.5
11999,70.3,71.0
12000,76.3,77.2
12001,73.3,71.8
12002,72.7,68.8
12007,77.3,70.0
12008,77.7,69.5
12009,86.7,85.5
12010,70.7,71.0
12013,77.3,78.8
12016,76.0,78.0
12017,78.0,78.8
12018,76.3,74.8
12019,74.3,71.8
12020,73.3,74.0
12021,86.0,86.0
12023,77.0,78.2
12025,72.7,60.2
12027,76.0,75.5
12029,75.7,74.0
12030,74.7,64.5
12034,72.7,68.8
12039,72.7,68.8
12046,72.7,68.8
12056,72.7,68.8
12057,78.0,78.8
12115,70.3,71.0
12118,70.3,75.5
12120,66.3,65.2
12125,70.3,71.0
12126,71.3,66.5
12131,70.3,71.0
12132,75.7,74.0
12134,70.3,71.0
12137,73.3,74.0
12142,78.0,79.2
12148,71.3,66.5
12149,70.3,71.0
12151,71.3,66.5
12152,70.3,71.0
12155,70.3,75.5
12158,66.0,66.0
12160,85.7,85.8
12162,76.3,74.8
12163,72.7,69.8
12166,74.3,73.2
12167,73.0,76.8
12169,79.3,78.0
12170,77.7,75.2
12171,71.3,66.5
12176,85.0,84.5
12177,83.3,82.5
12178,77.7,77.5
12180,76.3,77.2
12181,73.3,71.8
12182,70.3,75.5
12190,77.7,69.5
12192,79.7,76.5
12194,86.0,81.2
12195,77.3,78.8
12197,78.0,78.8
12198,73.3,74.0
12199,86.0,86.0
12200,77.0,78.2
12202,71.0,68.0
12203,79.3,78.5
12204,75.7,74.0
12206,74.7,64.5
12207,73.7,76.2
12208,75.0,74.8
12211,78.0,79.2
12222,73.7,69.0
12228,69.7,72.2
12229,86.0,85.5
12231,73.0,76.8
12233,66.0,63.5
12234,77.7,75.2
12237,83.3,86.0
12238,83.3,82.5
12240,76.3,77.2
12241,73.3,71.8
12242,70.3,75.5
12245,70.7,71.5
12246,66.0,66.0
12249,78.0,79.2
12251,77.3,70.0
12252,77.7,69.5
12254,86.7,85.5
12255,70.7,71.0
12257,86.0,81.2
12258,77.3,78.8
12259,80.3,76.8
12261,74.3,71.8
12262,73.3,74.0
12263,86.0,86.0
12267,72.7,60.2
12269,80.0,75.8
12271,73.7,76.2
12272,81.3,78.8
12273,76.3,70.8
12278,86.0,81.2
12279,74.7,64.5
12281,75.0,74.8
12282,74.3,73.2
12284,78.0,77.2
12285,78.3,75.8
12286,71.3,66.5
12287,78.0,79.2
12288,76.3,77.8
12289,83.3,86.0
12291,85.0,84.5
12292,63.7,66.8
12293,77.7,77.5
12294,70.3,71.0
12295,74.7,75.0
12297,86.7,84.5
12299,70.7,71.5
12304,86.7,85.5
12305,70.7,71.0
12306,78.0,76.2
12307,74.7,75.8
12309,76.0,78.0
12310,78.0,78.8
12311,77.0,78.2
12312,79.3,78.5
12313,75.7,74.0
12314,73.7,76.2
12316,76.3,70.8
12317,76.3,79.2
12318,85.7,85.8
12340,74.7,64.5
12341,86.0,85.5
12342,72.7,68.8
12345,70.3,75.5
12347,71.0,68.0
12348,73.0,76.8
12349,66.3,65.2
12350,76.3,77.2
12351,73.7,76.2
12356,72.3,79.5
12357,70.3,75.5
12361,66.3,65.2
12363,85.0,84.5
12364,79.3,78.5
12368,71.3,66.5
12370,66.3,65.2
12371,78.0,79.2
12372,85.0,84.5
12373,69.7,72.2
12374,86.0,85.5
12376,67.0,68.8
12379,78.3,75.8
12380,81.7,79.8
12384,71.7,69.8
12386,63.7,66.8
12387,73.7,69.0
12388,86.7,84.5
12391,66.0,66.0
12395,79.7,74.8
12397,78.0,78.8
12398,76.3,74.8
12399,73.3,74.0
12400,83.0,75.2
12402,71.0,68.0
12404,80.0,75.8
12405,75.7,74.0
12408,77.3,63.0
12409,72.7,68.8
12412,78.0,77.2
12414,69.7,72.2
12415,75.0,74.8
12416,67.0,68.8
12417,85.7,85.8
12418,76.3,79.2
12419,77.7,75.2
12420,76.3,70.8
12421,83.3,86.0
12424,71.7,69.8
12425,70.3,71.0
12427,86.7,84.5
12428,70.3,75.5
12429,70.7,71.5
12431,78.0,79.2
12432,86.7,85.5
12433,83.0,75.2
12434,76.0,75.5
12435,74.7,64.5
12437,81.3,78.8
12439,64.7,62.0
12440,73.3,74.0
12441,85.7,85.8
12442,75.7,74.0
12443,75.0,74.8
12445,70.7,71.5
12447,73.3,74.0
12448,86.0,86.0
12450,75.7,74.0
12456,77.7,69.5
12457,73.3,74.0
12459,71.0,68.0
12462,86.7,84.5
12464,78.0,79.2
12465,86.0,86.0
12466,73.3,74.0
12467,71.3,66.5
12471,78.0,79.2
12473,73.3,74.0
12474,75.7,74.0
12476,71.0,72.0
12477,71.3,66.5
12478,70.3,71.0
12479,75.7,74.0
12485,72.7,68.8
12487,75.7,74.0
12488,78.0,79.2
12489,71.3,66.5
12492,70.3,71.0
12493,75.7,74.0
12497,71.0,72.0
12498,66.3,65.2
12499,75.7,74.0
12500,78.0,79.2
12501,71.3,66.5
12502,75.7,74.0
12503,66.3,65.2
12504,75.7,74.0
12505,77.7,75.2
12507,69.7,72.2
12508,72.7,69.8
12510,74.3,73.2
12512,67.0,68.8
12513,78.0,77.2
12514,78.3,75.8
12515,77.7,75.2
12516,68.3,56.8
12517,78.0,79.2
12518,76.3,77.8
12519,76.3,70.8
12523,72.3,79.5
12524,70.3,71.0
12525,74.7,75.0
12526,73.7,69.0
12527,76.3,77.2
12528,70.7,71.5
12533,74.3,79.0
12535,78.0,79.2
12536,77.3,70.0
12537,77.7,69.5
12539,86.7,85.5
12540,70.7,71.0
12541,78.0,76.2
12543,74.7,75.8
12544,80.3,76.8
12547,74.3,71.8
12548,73.3,74.0
12549,83.0,75.2
12550,77.0,78.2
12551,72.7,60.2
12553,71.0,68.0
12554,76.0,75.5
12576,73.7,63.2
12577,87.3,83.8
12579,73.7,75.0
12582,77.3,75.8
12583,77.3,78.5
12584,77.3,75.0
12585,73.0,69.2
12586,81.3,79.2
12588,75.7,76.2
12589,85.0,85.8
12590,83.3,84.5
12592,67.7,66.0
12593,82.7,82.2
12594,74.7,74.2
12595,73.0,76.5
12596,73.0,69.0
12598,83.3,80.0
12600,71.3,73.8
12602,53.3,67.0
12604,83.7,83.8
12605,80.3,73.0
12606,80.0,70.0
12607,74.0,76.0
12608,80.3,80.5
12610,78.3,79.0
12611,77.7,74.8
12612,85.3,87.0
12614,76.0,77.0
12615,77.7,79.2
12616,78.3,77.2
12617,73.7,78.2
12619,73.7,75.5
12621,73.3,80.2
12623,79.0,75.2
12625,76.3,79.2
12626,66.3,69.5
12628,73.7,63.2
12630,69.7,73.2
12632,79.7,78.2
12633,78.0,78.5
12634,77.7,79.2
12636,85.0,85.8
12638,82.7,82.2
12639,73.0,76.5
12640,73.0,69.0
12642,85.3,84.0
12643,66.7,76.2
12648,77.7,76.8
12649,53.3,67.0
12650,73.3,76.2
12651,71.0,72.5
12652,77.0,75.0
12654,77.0,73.2
12656,78.3,79.0
12657,77.3,80.2
12658,72.7,71.8
12659,85.3,87.0
12660,74.7,63.0
12661,70.0,79.5
12662,83.0,77.5
12663,80.3,73.0
12664,85.3,82.5
12665,72.0,70.8
12667,72.0,75.2
12669,87.3,83.8
12670,68.3,67.5
12671,77.7,76.8
12674,81.3,79.2
12675,66.7,76.2
12676,87.3,83.8
12678,76.0,75.0
12679,73.7,75.0
12681,69.7,73.2
12682,77.0,77.5
12683,78.0,78.5
12684,77.3,75.0
12685,73.0,69.2
12687,77.7,79.2
12688,75.7,76.2
12689,75.7,75.2
12691,73.3,71.5
12692,83.3,84.5
12694,78.0,78.5
12695,74.7,74.2
12696,76.3,79.2
12698,66.7,76.2
12704,77.7,76.8
12705,73.3,76.2
12706,77.0,75.0
12707,84.3,82.8
12708,80.3,80.5
12709,77.3,80.2
12710,77.7,74.8
12711,78.3,77.2
12713,72.0,70.8
12715,73.7,75.5
12717,76.0,63.5
12718,73.0,63.8
12719,74.7,77.8
12720,79.0,75.2
12722,69.0,65.5
12723,73.0,69.0
12725,73.7,63.2
12726,76.0,75.0
12728,79.7,78.2
12729,85.3,82.5
12730,77.3,75.8
12731,77.3,78.5
12732,77.7,79.2
12733,75.7,76.2
12735,85.0,85.8
12737,83.3,84.5
12738,82.7,82.2
12739,78.0,78.5
12740,76.3,79.2
12741,85.3,84.0
12742,66.7,76.2
12744,71.3,73.8
12748,80.3,73.0
12749,80.0,70.0
12750,74.0,76.0
12751,84.3,82.8
12753,77.0,73.2
12755,80.7,78.0
12756,76.0,77.0
12757,74.7,63.0
12758,72.3,69.0
12759,77.7,79.2
12761,83.0,77.5
12762,73.7,78.2
12763,71.3,60.0
12766,71.3,60.0
12778,71.3,60.0
12779,72.0,75.2
12780,71.3,60.0
12782,72.0,75.2
12783,71.3,60.0
12785,77.3,78.5
12794,80.3,73.0
12795,73.7,63.2
12796,77.0,77.5
12797,85.3,82.5
12799,73.0,69.2
12800,81.3,79.2
12801,75.7,76.2
12804,78.0,78.5
12805,74.7,74.2
12807,76.3,79.2
12808,85.3,84.0
12809,83.3,80.0
12814,73.0,63.8
12815,79.0,73.2
12817,66.0,61.2
12818,71.0,72.5
12820,74.0,76.0
12821,84.3,82.8
12822,80.3,80.5
12826,77.7,74.8
12827,72.0,75.2
12828,85.3,87.0
12830,76.0,77.0
12834,70.0,79.5
12835,73.3,80.2
12838,77.0,77.5
12840,77.7,74.8
12841,72.0,75.2
12842,73.7,75.5
12843,73.7,63.2
12844,73.7,75.0
12847,79.7,78.2
12848,75.7,76.2
12849,83.3,84.5
12850,82.7,82.2
12851,74.7,74.2
12855,85.3,84.0
12856,71.3,73.8
12859,73.3,76.2
12860,83.7,83.8
12861,74.0,76.0
12862,72.7,71.8
12865,78.3,77.2
12867,83.0,77.5
12869,68.3,67.5
12904,73.7,63.2
12905,68.3,67.5
12907,74.7,77.8
12915,73.7,63.2
12918,73.3,80.2
12921,68.3,67.5
12932,72.3,69.0
12934,73.7,63.2
12935,83.3,80.0
12939,78.0,78.5
12941,73.7,63.2
12942,74.7,77.8
12943,83.3,80.0
12946,79.0,75.2
12947,78.0,78.5
12951,73.7,63.2
12952,73.3,71.5
12953,74.7,77.8
12955,77.3,78.5
12957,79.0,75.2
12961,78.0,78.5
12964,74.0,76.0
12966,73.7,78.2
12967,73.7,63.2
12968,83.3,80.0
12971,87.3,83.8
12972,72.0,75.2
12973,73.7,75.5
12974,73.3,80.2
12975,79.0,75.2
12976,73.3,80.2
12977,74.3,68.8
12978,66.7,76.2
12979,66.7,76.2
12980,71.3,73.8
12981,87.3,83.8
12982,68.3,67.5
12983,66.7,76.2
12985,66.7,76.2
12997,77.7,76.8
12999,73.7,78.2
13005,76.3,79.2
13006,66.3,69.5
13007,73.7,75.5
13008,73.7,63.2
13010,76.0,75.0
13011,73.7,75.0
13012,77.0,77.5
13013,79.7,78.2
13016,85.0,85.8
13017,83.3,84.5
13018,67.7,66.0
13019,82.7,82.2
13020,78.0,78.5
13022,73.0,76.5
13024,85.3,84.0
13025,83.3,80.0
13026,66.7,76.2
13031,73.0,63.8
13033,77.7,76.8
13035,83.7,83.8
13036,79.0,75.2
13038,74.0,76.0
13039,84.3,82.8
13040,77.0,73.2
13041,78.3,79.0
13042,77.7,74.8
13043,72.7,71.8
13044,72.0,75.2
13045,76.0,77.0
13048,77.7,79.2
13050,72.0,70.8
13051,70.0,79.5
13052,71.3,60.0
13053,72.0,70.8
13055,77.7,76.8
13056,73.0,69.0
13058,77.7,76.8
13059,77.3,78.5
13060,80.3,73.0
13061,66.7,76.2
13062,74.7,74.2
13063,72.0,75.2
13064,72.0,75.2
13065,87.3,83.8
13066,77.3,78.5
13067,77.7,76.8
13068,77.7,76.8
13070,82.7,82.2
13071,77.7,76.8
13072,80.3,73.0
13073,71.3,73.8
13074,77.7,76.8
13075,72.0,75.2
13077,73.7,75.0
13078,77.0,77.5
13081,76.0,66.8
13083,77.7,79.2
13084,81.3,79.2
13085,87.3,83.8
13086,76.0,75.0
13087,85.0,85.8
13088,66.7,76.2
13089,84.3,82.8
13090,72.0,75.2
13092,67.7,66.0
13093,78.0,78.5
13094,76.3,79.2
13095,73.3,76.2
13096,79.0,75.2
13097,78.3,77.2
13098,73.7,78.2
13100,77.3,78.5
13102,83.3,84.5
13103,83.7,83.8
13104,71.0,72.5
13105,83.0,77.5
13106,69.7,73.2
13107,75.7,76.2
13108,72.0,75.2
13109,76.3,79.2
13111,73.0,76.5
13112,73.0,69.0
13113,53.3,67.0
13114,66.0,61.2
13115,77.0,75.0
13116,74.0,76.0
13117,77.7,74.8
13118,85.3,87.0
13119,80.7,78.0
13120,78.3,77.2
13121,73.7,78.2
13122,72.0,70.8
13123,69.7,73.2
13124,77.3,78.5
13125,77.3,78.5
13126,66.7,76.2
13127,77.7,76.8
13128,79.0,75.2
13129,80.3,73.0
13130,72.3,69.0
13131,72.0,75.2
13132,76.0,75.0
13133,83.7,83.8
13134,84.3,82.8
13135,76.0,77.0
13136,66.3,69.5
13138,69.7,73.2
13139,78.0,78.5
13140,77.0,75.0
13141,77.0,73.2
13142,77.3,80.2
13143,71.3,60.0
13144,82.7,82.2
13145,85.3,84.0
13146,85.3,87.0
13147,83.3,84.5
13148,66.7,76.2
13150,72.7,71.8
13152,73.7,75.5
13153,76.0,75.0
13154,73.3,80.2
13155,83.7,83.8
13156,77.0,73.2
13157,77.3,80.2
13158,77.7,74.8
13159,72.0,75.2
13160,76.0,77.0
13161,79.0,75.2
13164,85.3,87.0
13165,72.0,75.2
13166,83.0,77.5
13167,87.3,83.8
13168,85.0,85.8
13169,71.3,73.8
13170,73.7,75.5
13171,82.7,82.2
13172,77.3,80.2
13173,85.3,84.0
13174,66.7,76.2
13175,83.7,83.8
13176,85.3,82.5
13177,83.3,80.0
13178,66.0,61.2
13179,74.7,74.2
13180,72.0,75.2
13181,85.3,87.0
13182,87.3,83.8
13183,83.3,84.5
13184,78.0,78.5
13185,85.0,85.8
13186,82.7,82.2
13188,72.7,71.8
13189,78.0,78.5
13191,73.3,80.2
13192,83.7,83.8
13194,85.3,82.5
13195,85.3,84.0
13197,77.7,74.8
13199,77.3,78.5
13200,84.3,82.8
13201,85.3,87.0
13202,78.0,78.5
13203,77.7,76.8
13204,79.0,75.2
13205,72.0,75.2
13206,76.0,75.0
13207,73.3,80.2
13208,72.7,71.8
13209,73.7,78.2
13210,78.0,78.5
13211,75.7,76.2
13212,80.3,73.0
13213,77.7,74.8
13214,77.3,78.5
13216,84.3,82.8
13217,76.0,77.0
13218,68.3,67.5
13219,83.0,77.5
13220,73.7,78.2
13221,87.3,83.8
13222,82.7,82.2
13223,85.3,82.5
13224,83.7,83.8
13225,80.3,73.0
13226,85.3,87.0
13228,72.3,69.0
13229,83.7,83.8
13230,83.0,77.5
13231,87.3,83.8
13232,80.3,73.0
13233,83.0,77.5
13234,82.7,82.2
13237,83.0,77.5
13238,83.7,83.8
13240,79.7,78.2
13241,85.3,84.0
13242,73.7,78.2
13243,66.3,69.5
13244,73.7,75.5
13245,73.7,63.2
13247,73.7,75.0
13253,68.3,67.5
13255,77.7,79.2
13256,75.7,76.2
13258,85.0,85.8
13260,73.3,71.5
13261,73.0,69.0
13262,76.3,79.2
13264,71.3,73.8
13267,74.7,77.8
13270,77.7,76.8
13271,53.3,67.0
13272,73.3,76.2
13273,79.0,73.2
13275,77.0,75.0
13277,80.3,73.0
13278,74.0,76.0
13279,80.3,80.5
13281,79.7,74.0
13282,77.3,80.2
13283,77.7,74.8
13284,72.7,71.8
13285,72.0,75.2
13286,80.7,78.0
13289,74.7,63.0
13290,77.7,79.2
13292,78.3,77.2
13293,70.0,79.5
13298,69.0,73.8
13299,71.3,74.5
13302,78.0,77.8
13303,68.3,66.0
13304,83.7,84.0
13307,81.7,84.2
13308,76.3,75.5
13309,73.0,65.8
13314,69.7,62.0
13317,79.3,68.8
13320,85.0,80.8
13322,74.0,72.5
13324,77.3,74.2
13325,76.3,73.2
13326,79.7,77.2
13327,76.7,76.8
13328,72.3,70.2
13335,83.3,77.2
13336,69.3,75.5
13338,76.3,77.5
13339,80.0,73.8
13340,76.3,74.8
13341,70.7,74.5
13344,71.7,72.5
13347,69.7,70.0
13350,72.7,70.2
13353,77.3,76.2
13355,72.7,67.8
13356,68.0,68.5
13357,87.0,82.8
13358,74.0,74.8
13360,71.0,72.2
13361,78.3,77.5
13362,75.3,75.0
13364,68.3,66.0
13365,80.7,79.5
13366,76.0,77.0
13367,77.7,75.2
13371,83.3,82.2
13372,70.7,76.5
13373,75.7,77.5
13374,83.3,81.0
13375,72.7,70.2
13376,69.3,75.5
13377,71.3,75.0
13380,76.3,77.5
13381,83.7,83.5
13382,76.7,77.0
13384,76.3,74.8
13386,80.0,78.5
13387,76.3,78.2
13388,76.0,80.0
13389,79.7,77.2
13390,76.7,76.8
13391,77.0,78.8
13392,60.7,73.0
13394,72.3,70.2
13430,68.0,68.5
13433,74.0,74.8
13434,68.3,66.0
13435,78.0,76.2
13437,76.0,77.0
13439,83.3,82.2
13440,76.3,75.5
13441,70.7,76.5
13444,75.7,77.5
13445,69.3,75.5
13450,79.3,68.8
13452,69.0,73.2
13455,78.7,72.2
13456,85.0,80.8
13457,76.0,80.0
13458,76.3,73.2
13459,86.0,86.2
13461,60.7,73.0
13462,71.0,80.2
13463,69.7,61.5
13464,76.7,71.0
13465,72.7,67.8
13467,79.3,77.2
13469,81.7,84.2
13471,69.0,73.8
13474,75.3,77.2
13475,68.3,62.0
13478,80.0,73.5
13481,75.0,78.5
13483,69.0,69.0
13484,73.7,80.2
13485,74.3,68.2
13486,72.7,70.2
13490,66.0,64.2
13492,73.0,66.5
13493,72.0,65.5
13494,84.0,81.8
13498,71.0,72.2
13499,78.0,77.8
13500,75.3,75.0
13501,68.3,66.0
13502,75.3,67.5
13503,80.7,79.5
13504,77.7,75.2
13505,75.7,76.8
13506,83.7,84.0
13510,71.3,72.5
13511,81.7,84.2
13512,76.3,75.5
13514,73.0,65.8
13516,83.3,81.0
13518,71.3,75.0
13523,76.3,77.5
13524,83.7,83.5
13525,68.3,62.0
13532,76.3,78.2
13533,77.3,74.2
13534,76.7,76.8
13536,75.0,78.5
13576,76.3,78.2
13577,68.0,68.5
13578,87.0,82.8
13579,74.0,74.8
13581,75.3,75.0
13582,72.7,67.8
13583,80.7,78.5
13584,68.3,66.0
13585,78.0,76.2
13586,80.7,79.5
13587,77.7,75.2
13588,75.7,76.8
13590,83.7,84.0
13592,71.3,72.5
13596,70.7,76.5
13598,75.7,77.5
13599,69.0,73.8
13600,83.3,81.0
13601,72.7,70.2
13605,75.3,77.2
13606,79.3,68.8
13608,83.7,83.5
13609,69.0,73.2
13612,76.3,74.8
13613,85.0,80.8
13614,80.0,78.5
13616,77.3,74.2
13617,76.3,73.2
13618,70.7,74.5
13619,79.7,77.2
13620,76.7,76.8
13622,73.0,66.5
13638,72.7,70.2
13662,72.7,70.2
13677,78.3,77.5
13683,68.3,66.0
13684,68.7,72.0
13688,68.3,66.0
13712,69.7,70.0
13716,69.3,75.5
13719,71.3,75.0
13720,69.7,70.0
13729,76.7,71.0
13731,69.7,70.0
13732,75.3,67.5
13739,68.3,66.0
13744,69.7,70.0
13748,76.7,71.0
13749,68.7,72.0
13750,71.3,75.0
13756,68.7,72.0
13761,76.7,71.0
13763,75.0,78.5
13764,68.7,72.0
13767,69.3,75.5
13770,76.7,71.0
13773,73.7,80.2
13774,75.7,77.5
13775,75.3,77.2
13776,78.7,72.2
13777,74.0,72.5
13778,68.0,68.5
13780,87.0,82.8
13783,71.0,72.2
13784,78.0,77.8
13787,69.7,70.0
13788,80.7,79.5
13790,77.7,75.2
13792,81.7,84.2
13793,83.3,82.2
13794,76.3,75.5
13796,68.7,72.0
13798,69.0,73.8
13805,76.3,77.5
13806,80.0,73.8
13809,83.7,83.5
13810,77.3,76.2
13811,76.7,77.0
