,home_team_mean_offense_score,home_team_mean_midfield_score
16526,83.7,81.2
16527,82.3,85.0
16530,59.7,57.8
16539,87.0,81.5
16540,73.3,74.2
16541,78.3,76.2
16542,73.0,74.0
16543,75.3,79.5
16544,71.7,74.5
16545,72.3,75.8
16546,81.7,76.0
16550,70.3,80.5
16552,69.3,63.0
16553,84.7,78.2
16595,74.7,76.2
16599,69.0,64.2
16600,75.0,74.2
16601,72.3,75.8
16603,69.0,64.2
16604,72.7,78.5
16606,74.0,73.5
16609,74.7,76.2
16610,72.3,75.8
16611,68.0,73.0
16612,69.0,64.2
16614,72.7,78.5
16617,74.0,73.5
16618,73.3,74.2
16620,72.3,75.8
16621,68.0,73.0
16623,74.0,77.8
16624,65.7,66.8
16626,73.3,71.8
16628,78.7,80.0
16631,72.3,72.8
16632,75.0,74.2
16633,74.0,77.8
16635,72.7,78.5
16636,81.3,74.8
16637,74.7,76.2
16638,69.0,64.2
16641,76.0,77.0
16642,69.0,64.2
16648,67.7,70.0
16649,74.3,76.5
16651,72.0,71.8
16652,71.7,77.8
16653,81.0,82.5
16654,79.3,75.2
16656,71.7,71.5
16657,68.0,73.0
16659,83.0,80.8
16661,73.3,76.2
16662,83.7,81.2
16663,82.3,85.0
16664,67.0,67.5
16665,84.7,86.0
16666,76.0,75.0
16667,74.3,71.0
16668,59.7,57.8
16671,74.3,76.5
16672,72.3,73.8
16673,72.7,78.2
16677,71.0,67.2
16679,75.0,74.2
16681,76.7,62.8
16682,74.0,77.8
16687,78.3,76.2
16688,84.7,81.5
16690,73.0,74.0
16691,75.3,79.5
16692,72.0,73.8
16693,72.3,75.8
16694,85.7,87.0
16696,76.3,78.8
16698,70.3,80.5
16699,67.7,74.8
16702,69.7,79.5
16721,84.7,86.0
16727,87.0,81.5
16739,68.0,73.0
16741,67.0,74.8
16745,74.3,71.0
16747,67.7,74.8
16748,71.7,71.5
16751,69.7,75.8
16755,74.3,76.5
16756,75.0,74.2
16758,72.0,71.8
16759,81.0,82.5
16760,68.7,68.8
16761,71.0,67.2
16762,76.7,62.8
16763,75.3,79.5
16765,82.3,85.0
16766,72.7,78.2
16773,74.7,76.5
16774,73.7,75.0
16775,74.7,76.2
16776,77.0,77.5
16777,67.0,74.8
16778,67.0,67.5
16784,71.7,77.8
16785,79.3,75.2
16787,83.7,81.2
16788,71.0,67.2
16790,69.3,63.0
16793,85.7,87.0
16794,76.3,78.8
16795,84.7,78.2
16796,67.7,70.0
16799,83.0,80.8
16800,79.7,80.0
16801,67.0,74.8
16803,82.7,84.0
16805,81.3,74.8
16806,87.0,81.5
16807,73.3,74.2
16808,84.7,81.5
16813,63.0,65.8
16815,65.7,66.8
16817,82.3,85.0
16818,84.7,86.0
16821,81.7,76.0
16822,76.0,77.0
16823,69.0,64.2
16824,72.3,72.8
16825,84.0,83.2
16827,73.3,76.2
16828,67.0,67.5
16829,76.0,75.0
16830,81.3,74.8
16831,76.3,78.8
16832,89.3,83.2
16833,74.0,76.8
16835,74.3,71.0
16836,73.3,71.8
16837,82.7,84.0
16838,68.7,68.8
16839,87.0,81.5
16840,73.0,74.0
16841,68.7,63.8
16842,84.0,83.2
16843,83.0,80.8
16844,72.3,72.8
16845,79.7,80.0
16846,84.7,86.0
16847,72.7,78.2
16848,81.3,74.8
16849,78.3,76.2
16850,75.3,79.5
16851,89.3,83.2
16852,81.0,82.5
16853,77.0,77.5
16857,74.3,71.0
16858,76.0,77.0
16859,82.3,85.0
16862,72.7,78.5
16863,74.3,76.5
16864,84.0,83.2
16865,78.7,80.0
16866,81.3,74.8
16867,85.7,87.0
16868,83.0,80.8
16869,83.7,81.2
16870,82.7,78.5
16871,84.7,78.2
16872,89.3,83.2
16873,82.3,85.0
16874,76.3,78.8
16875,84.7,86.0
16876,72.7,78.5
16878,81.0,82.5
16879,84.0,83.2
16880,75.3,79.5
16881,72.0,71.8
16882,77.0,77.5
16884,85.7,87.0
16885,83.0,80.8
16886,72.7,78.2
16887,84.7,78.2
16889,82.7,84.0
16890,76.3,78.8
16891,89.3,83.2
16892,84.7,86.0
16894,74.7,76.2
16895,81.0,82.5
16897,73.7,75.0
16898,76.0,77.0
16899,72.0,71.8
16900,84.0,83.2
16901,79.7,80.0
16902,87.0,81.5
16903,72.3,72.8
16904,76.0,75.0
16905,82.7,84.0
16906,72.7,78.2
16907,79.3,75.2
16908,74.0,76.8
16911,74.7,76.2
16912,74.3,76.5
16913,73.7,75.0
16914,84.7,81.5
16915,76.0,77.0
16916,84.0,83.2
16917,83.0,80.8
16919,72.3,72.8
16920,87.0,81.5
16921,82.3,85.0
16922,84.7,86.0
16923,89.3,83.2
16924,81.0,82.5
16926,84.0,83.2
16927,82.3,85.0
16928,89.3,83.2
16929,87.0,81.5
16931,84.0,83.2
16932,87.0,81.5
16934,84.0,83.2
16936,84.7,86.0
16944,63.0,65.8
16945,65.7,66.8
16966,73.3,74.2
16968,69.7,73.2
16973,72.3,71.8
16974,73.7,75.8
16975,75.0,77.0
16976,83.0,81.0
16977,85.7,86.5
16979,75.0,77.2
16981,59.7,60.8
16982,74.7,78.0
16985,78.0,79.0
16986,73.0,70.5
16988,78.3,82.8
16989,76.7,78.2
16991,78.3,81.2
16992,81.3,84.5
16994,82.3,83.2
16995,71.0,72.8
16996,80.7,78.0
16999,69.3,74.2
17000,76.0,77.2
17002,75.7,73.5
17003,79.0,74.2
17008,67.3,72.8
17009,71.3,73.0
17012,73.0,78.2
17013,81.3,78.2
17014,81.3,75.5
17016,77.0,77.0
17020,70.7,73.0
17024,72.3,71.8
17025,75.0,77.0
17028,66.0,70.8
17029,85.7,86.5
17030,75.7,73.5
17031,74.7,70.2
17032,74.0,74.5
17033,74.7,78.0
17034,78.7,75.0
17035,84.3,81.2
17037,75.0,79.5
17038,71.7,71.2
17039,73.0,77.8
17041,75.7,73.5
17043,70.7,60.8
17044,78.0,79.0
17046,85.7,85.8
17047,74.7,79.2
17048,73.0,70.5
17052,76.7,78.2
17054,78.3,81.2
17055,73.7,75.8
17057,73.0,71.2
17059,76.0,77.2
17062,81.3,75.5
17063,72.3,74.0
17066,77.7,74.0
17069,77.7,76.5
17070,71.7,67.0
17072,71.3,73.0
17073,70.3,73.5
17077,71.3,75.0
17078,69.0,74.2
17084,60.0,57.5
17088,65.7,64.5
17090,83.0,81.0
17092,59.7,60.8
17093,71.0,64.0
17095,74.7,78.0
17097,71.0,72.8
17098,75.0,72.5
17099,80.7,78.0
17100,78.3,82.8
17102,73.3,72.8
17106,82.3,83.2
17107,76.0,77.2
17109,75.7,73.5
17113,87.3,81.8
17115,73.3,72.8
17116,79.0,74.2
17118,65.7,64.5
17119,76.3,80.2
17122,67.7,79.8
17124,69.3,70.0
17125,88.0,82.8
17127,77.7,76.5
17129,71.3,73.0
17131,66.3,73.8
17132,81.3,84.5
17134,69.3,74.2
17138,69.0,73.2
17139,76.3,78.0
17140,70.7,74.0
17141,75.3,74.8
17144,73.0,77.8
17150,59.7,60.8
17152,81.3,75.5
17155,78.0,79.0
17157,80.7,78.0
17159,65.7,64.5
17160,73.0,70.5
17162,76.7,78.2
17163,78.3,81.2
17164,73.0,71.2
17169,74.7,78.0
17170,72.3,74.0
17172,67.7,79.8
17177,75.0,77.0
17179,66.3,73.8
17180,85.7,86.5
17181,75.7,73.5
17183,76.0,77.2
17184,75.7,73.5
17187,76.3,78.0
17190,73.3,72.8
17191,75.0,79.5
17193,76.3,77.2
17194,77.7,74.0
17196,67.3,72.8
17197,77.7,76.5
17198,71.7,67.0
17199,70.3,73.5
17200,73.0,78.2
17201,81.3,78.2
17202,74.0,74.5
17203,77.0,77.0
17204,71.3,75.0
17206,69.0,74.2
17207,70.7,73.0
17223,73.3,72.8
17231,88.0,82.8
17232,78.3,82.8
17234,87.3,81.8
17235,72.3,74.0
17236,76.3,80.2
17239,74.7,78.0
17240,73.3,72.8
17242,84.0,76.0
17246,81.3,84.5
17247,66.0,70.8
17248,75.7,73.5
17249,74.7,70.2
17251,81.3,78.2
17252,76.0,77.2
17254,78.7,75.0
17256,84.3,81.2
17257,70.7,74.0
17258,75.3,74.8
17259,75.0,79.5
17261,76.3,77.2
17262,77.7,74.0
17264,73.0,77.8
17265,77.7,76.5
17266,71.7,67.0
17268,70.3,73.5
17269,83.0,81.0
17273,71.0,64.0
17276,70.7,60.8
17279,71.3,75.0
17280,85.7,85.8
17281,74.7,79.2
17282,69.0,74.2
17285,78.3,82.8
17286,73.3,72.8
17288,73.7,75.8
17290,71.7,69.5
17291,82.3,83.2
17292,74.7,78.0
17293,87.3,81.8
17294,73.3,72.8
17296,76.3,80.2
17302,73.0,77.8
17304,69.0,66.2
17305,78.7,79.2
17309,81.3,84.5
17310,75.7,73.5
17311,74.7,70.2
17313,75.0,77.2
17314,82.3,83.2
17315,69.3,66.0
17316,76.0,77.2
17319,75.7,75.0
17320,84.3,81.2
17321,70.7,74.0
17322,75.3,74.8
17323,71.0,72.8
17324,75.0,72.5
17325,85.7,85.8
17327,73.0,70.5
17329,67.3,72.8
17330,71.3,73.0
17333,73.0,78.2
17335,69.3,74.2
17336,81.3,78.2
17337,74.0,74.5
17339,77.0,77.0
17340,73.3,72.8
17341,79.0,74.2
17343,70.7,73.0
17351,73.3,72.8
17357,73.3,72.8
17363,71.3,75.0
17382,75.7,73.5
17383,71.3,75.0
17385,77.7,76.5
17386,71.7,71.2
17387,79.0,74.2
17388,67.3,72.8
17389,77.7,76.5
17390,71.7,67.0
17391,75.7,73.5
17392,73.3,72.8
17395,77.0,77.0
17396,70.7,73.0
17398,76.0,77.2
17400,71.7,71.2
17403,79.0,74.2
17406,74.0,74.5
17409,80.7,78.0
17410,66.3,72.0
17413,71.7,71.2
17414,67.3,72.8
17419,70.7,73.0
17422,77.7,74.0
17423,66.3,72.0
17424,66.3,73.8
17425,73.0,78.2
17429,81.3,78.2
17430,76.0,77.2
17431,74.0,74.5
17434,71.7,71.2
17435,71.7,67.0
17436,75.7,73.5
17439,73.0,78.2
17441,76.0,77.2
17442,71.3,75.0
17443,77.7,76.5
17444,81.3,78.2
17447,71.7,67.0
17448,71.3,73.0
17449,75.7,73.5
17450,71.7,71.2
17451,79.0,74.2
17452,71.3,75.0
17453,77.7,76.5
17454,78.7,79.2
17455,69.3,74.2
17458,71.7,71.2
17461,73.0,78.2
17462,81.3,78.2
17465,71.3,73.0
17470,81.3,78.2
17471,76.3,77.2
17477,60.0,57.5
17490,75.0,77.0
17493,66.0,70.8
17494,85.7,86.5
17497,77.0,77.0
17498,75.3,74.8
17501,78.7,79.2
17502,70.3,73.5
17503,81.3,84.5
17504,81.3,78.2
17511,66.3,72.0
17514,83.0,81.0
17516,76.0,77.2
17517,75.7,73.5
17519,71.0,64.0
17521,71.0,72.8
17522,75.0,72.5
17523,85.7,85.8
17524,74.7,79.2
17525,65.7,64.5
17528,78.3,82.8
17529,73.3,72.8
17530,78.3,81.2
17531,73.7,75.8
17532,73.0,78.2
17535,71.7,69.5
17538,74.7,78.0
17539,87.3,81.8
17540,69.3,70.0
17544,84.0,82.2
17546,81.3,84.5
17547,66.0,70.8
17549,74.7,70.2
17550,75.0,77.2
17551,81.3,78.2
17552,69.0,73.2
17553,84.3,81.2
17554,70.7,74.0
17555,71.3,75.0
17561,69.3,66.0
17563,71.0,64.0
17566,73.3,72.8
17568,73.0,77.8
17571,73.0,78.2
17573,71.7,69.5
17574,82.3,83.2
17575,76.0,77.2
17576,75.7,73.5
17581,87.3,81.8
17583,75.7,75.0
17584,84.3,81.2
17585,78.0,79.0
17587,71.0,72.8
17588,80.7,78.0
17589,74.7,79.2
17591,73.0,70.5
17592,76.3,77.2
17604,64.7,65.0
17617,71.3,75.0
17620,73.0,78.2
17622,71.3,75.0
17632,81.3,75.5
17635,69.0,73.2
17641,74.7,70.2
17643,87.3,81.8
17645,75.3,74.8
17648,67.3,72.8
17649,83.7,81.0
17650,74.3,75.8
17651,69.3,74.2
17654,78.7,75.0
17657,84.0,76.0
17658,84.0,82.2
17660,81.3,84.5
17661,75.0,77.2
17663,78.0,79.0
17665,75.0,79.5
17666,75.0,77.0
17667,70.3,73.5
17668,73.0,78.2
17670,72.3,74.0
17671,76.3,80.2
17672,71.3,73.0
17673,66.3,73.8
17674,66.0,70.8
17677,84.0,82.2
17679,85.7,86.5
17680,74.7,79.2
17684,78.7,79.2
17688,60.0,57.5
17689,76.0,77.2
17690,75.7,73.5
17696,73.3,72.8
17697,85.7,85.8
17702,76.7,78.2
17703,78.3,81.2
17704,69.3,74.2
17705,73.0,71.2
17709,81.3,75.5
17710,74.7,78.0
17711,72.3,74.0
17712,70.7,73.0
17713,67.7,79.8
17714,69.3,70.0
17715,77.7,74.0
17717,88.0,82.8
17719,67.3,72.8
17720,71.7,67.0
17721,75.0,77.0
17723,66.3,73.8
17724,75.0,77.2
17726,74.0,74.5
17727,77.0,77.0
17728,69.0,73.2
17729,76.3,78.0
17730,79.0,74.2
17731,71.3,75.0
17733,84.0,76.0
17737,84.0,82.2
17738,77.7,76.5
17739,83.7,81.0
17741,71.3,73.0
17743,70.3,73.5
17748,73.0,78.2
17750,59.7,60.8
17753,78.0,79.0
17754,71.0,72.8
17755,75.0,72.5
17757,80.7,78.0
17758,69.0,74.2
17759,73.0,70.5
17760,78.7,79.2
17761,74.3,75.8
17762,74.7,78.0
17763,88.0,82.8
17772,82.3,83.2
17773,76.0,77.2
17779,78.7,75.0
17780,76.3,78.0
17781,71.3,75.0
17785,84.0,82.2
17786,75.7,75.0
17787,78.7,79.2
17788,81.3,75.5
17789,88.0,82.8
17791,79.0,74.2
17792,71.3,75.0
17794,84.0,76.0
17795,84.0,82.2
17796,83.7,81.0
17801,74.7,78.0
17804,64.7,65.0
17805,69.3,74.2
17806,78.7,79.2
17807,69.0,66.2
17808,88.0,82.8
17809,84.0,82.2
17810,81.3,75.5
17811,78.7,79.2
17812,88.0,82.8
17814,75.7,75.0
17816,78.7,79.2
17820,76.3,77.2
17821,72.3,71.8
17823,81.3,75.5
17824,65.7,64.5
17826,76.3,77.2
17827,72.3,71.8
17828,69.3,66.0
17830,65.7,64.5
17832,76.3,77.2
17833,66.3,72.0
17834,69.3,66.0
17836,65.7,64.5
17838,76.3,77.2
17839,81.3,75.5
17840,65.7,64.5
17842,76.3,77.2
17843,76.3,77.2
17844,69.3,66.0
17848,76.0,77.2
17850,75.7,73.5
17863,60.0,57.5
17867,71.3,69.2
17870,73.0,72.0
17873,81.3,84.8
17874,68.0,74.5
17875,72.0,69.2
17877,73.7,76.2
17879,64.0,67.5
17880,72.7,72.5
17881,81.7,83.8
17882,76.0,76.8
17884,75.3,73.5
17886,85.3,81.2
17890,75.3,73.8
17893,77.3,81.0
17898,76.0,78.8
17901,65.3,71.8
17902,81.7,86.8
17903,76.0,76.2
17905,72.3,75.2
17906,84.7,81.8
17907,78.3,80.0
17909,77.0,71.8
17910,72.3,77.5
17912,79.7,80.5
17914,71.7,73.2
17917,70.3,68.0
17921,71.3,65.8
17923,76.0,79.8
17929,83.3,87.2
17930,78.0,79.0
17932,72.3,74.8
17933,74.7,77.5
17937,73.0,74.2
17938,81.7,83.8
17945,74.3,74.8
17948,77.3,81.0
17949,75.0,76.2
17950,69.7,72.0
17953,69.0,76.0
17954,84.3,85.0
17955,76.0,77.0
17956,67.7,72.2
17957,72.0,74.8
17958,74.7,75.5
17963,72.0,69.2
17964,76.0,76.5
17966,81.0,83.2
17969,61.0,57.5
17974,72.0,68.2
17976,79.3,78.5
17978,77.7,76.0
17981,69.3,76.0
17982,73.0,76.5
17983,71.7,76.0
17984,80.7,76.8
17987,77.0,71.8
17999,69.7,72.0
18000,88.7,84.0
18003,68.0,67.5
18005,79.7,80.5
18006,83.0,80.5
18008,84.3,85.0
18009,72.3,75.2
18010,76.0,77.0
18017,77.7,76.0
18018,67.7,72.2
18020,84.7,81.8
18022,72.0,74.8
18024,75.3,73.8
18025,74.7,75.5
18029,77.0,71.8
18031,79.0,76.8
18032,66.7,74.0
18034,81.0,83.2
18037,72.0,68.2
18039,71.3,65.8
18040,74.7,78.8
18041,69.3,76.0
18042,73.0,76.5
18044,83.3,87.2
18045,78.0,79.0
18047,68.7,75.0
18050,74.7,77.5
18052,78.3,81.5
18053,73.7,76.2
18055,73.0,74.2
18056,72.7,72.5
18059,74.3,74.8
18060,75.7,76.8
18062,76.0,78.8
18063,74.0,75.2
18066,69.0,76.0
18067,81.7,86.8
18068,76.0,76.2
18071,77.7,76.0
18072,79.0,79.0
18073,78.3,80.0
18074,72.3,77.5
18080,74.7,78.8
18081,76.0,79.8
18083,80.7,76.8
18084,72.3,74.8
18085,79.0,76.8
18087,81.3,84.8
18090,84.7,83.2
18091,68.0,74.5
18094,71.3,69.2
18097,76.0,76.5
18099,70.3,68.0
18101,81.7,83.8
18104,75.3,73.5
18113,85.3,81.2
18116,76.7,74.8
18117,72.3,73.0
18122,77.3,81.0
18124,84.0,77.0
18126,75.0,76.2
18128,77.7,76.0
18129,71.7,76.0
18133,78.7,76.0
18134,75.0,78.0
18135,74.0,75.0
18136,69.0,68.5
18137,68.7,75.0
18142,78.0,76.8
18143,66.7,74.0
18148,72.0,63.0
18149,68.7,75.0
18150,80.7,78.8
18151,71.3,69.2
18155,75.3,74.0
18168,73.0,72.0
18169,67.3,68.8
18170,68.0,67.5
18172,79.7,80.5
18173,72.0,69.2
18174,76.0,76.5
18175,61.0,57.5
18177,75.3,73.5
18179,72.0,68.2
18181,74.7,78.8
18183,74.3,74.8
18190,72.0,63.0
18194,88.7,84.0
18195,81.3,84.8
18196,74.7,77.5
18198,71.7,73.2
18199,73.7,76.2
18200,84.3,85.0
18208,67.7,72.2
18209,72.3,73.0
18210,79.0,79.0
18212,69.3,76.0
18213,83.3,87.2
18215,75.0,76.2
18221,76.0,79.8
18222,80.7,76.8
18224,72.3,74.8
18225,75.3,74.0
18227,70.7,75.0
18228,72.3,75.2
18231,69.7,72.0
18232,76.0,77.0
18233,79.0,76.8
18234,72.3,77.5
18238,84.7,83.2
18239,66.7,74.0
18242,78.7,76.0
18243,74.3,69.8
18244,83.0,80.5
18245,71.3,69.2
18246,76.0,78.8
18248,74.0,75.2
18249,81.0,83.2
18251,75.0,78.0
18253,64.3,68.5
18255,81.7,83.8
18256,80.7,78.8
18261,72.0,68.2
18263,74.0,75.0
18264,77.7,76.0
18265,76.7,74.8
18266,79.0,79.0
18267,76.0,79.8
18269,78.0,76.8
18271,69.3,76.0
18272,73.0,76.5
18273,71.7,76.0
18274,68.7,75.0
18275,77.3,81.0
18277,84.0,77.0
18278,77.0,71.8
18305,64.3,68.5
18310,61.0,57.5
18313,61.0,57.5
18317,61.0,57.5
18318,61.0,57.5
18320,80.7,76.8
18325,80.7,76.8
18327,69.0,76.0
18335,75.3,74.0
18336,77.7,76.0
18337,68.7,75.0
18339,74.0,75.0
18340,69.0,68.5
18341,74.7,78.8
18343,78.7,76.0
18344,75.3,74.0
18346,68.7,75.0
18348,69.0,68.5
18349,80.7,78.8
18351,78.7,76.0
18353,70.7,75.0
18355,74.0,75.2
18358,74.0,75.2
18359,78.7,76.0
18361,68.7,75.0
18362,75.7,76.8
18364,75.3,74.0
18365,74.0,75.0
18367,75.3,74.0
18368,70.7,75.0
18371,74.0,75.2
18372,64.0,67.5
18378,78.3,81.5
18379,70.3,68.0
18380,79.0,79.0
18381,72.0,74.8
18383,73.0,76.5
18386,73.0,72.0
18388,68.0,67.5
18389,79.7,80.5
18390,72.0,69.2
18392,73.7,76.2
18393,76.0,78.8
18395,76.0,76.5
18397,75.0,78.0
18398,76.0,76.2
18400,64.0,67.5
18401,81.7,83.8
18402,76.0,76.8
18404,75.3,73.5
18408,72.3,73.0
18410,75.3,73.8
18414,77.3,81.0
18415,72.3,74.8
18419,75.0,76.2
18420,79.0,76.8
18422,84.7,83.2
18423,66.3,71.8
18427,70.7,75.0
18429,76.0,77.0
18430,80.7,78.8
18431,69.7,69.5
18433,74.0,75.0
18435,85.3,81.2
18436,77.7,76.0
18437,84.7,81.8
18438,69.3,76.0
18440,68.7,75.0
18443,72.3,77.5
18446,66.7,74.0
18448,78.7,76.0
18449,74.3,69.8
18450,75.3,74.0
18452,81.7,86.8
18453,72.3,75.2
18455,79.0,79.0
18456,76.0,79.8
18457,78.0,76.8
18459,67.3,68.8
18461,71.3,69.2
18464,72.0,74.8
18471,67.7,72.2
18473,72.3,74.8
18476,88.7,84.0
18477,73.0,72.0
18478,72.3,77.5
18479,72.0,69.2
18480,83.0,80.5
18481,71.7,73.2
18483,74.0,75.2
18484,81.0,83.2
18487,84.3,85.0
18489,65.3,71.8
18490,81.7,86.8
18491,76.0,76.2
18492,64.3,68.5
18493,61.0,57.5
18495,64.0,67.5
18496,76.0,77.0
18497,76.0,76.8
18502,72.0,68.2
18506,79.3,78.5
18507,71.3,65.8
18508,74.7,78.8
18511,74.3,74.8
18514,76.7,74.8
18516,84.7,81.8
18518,74.7,75.5
18519,71.7,76.0
18522,80.7,76.8
18523,78.0,79.0
18525,72.0,63.0
18528,84.0,77.0
18529,75.7,76.8
18531,77.0,71.8
18533,72.3,75.2
18535,81.0,83.2
18537,72.0,74.8
18538,78.3,80.0
18540,78.3,81.5
18541,73.7,76.2
18542,81.0,83.2
18543,76.0,77.0
18544,74.7,78.8
18545,77.7,76.0
18546,67.7,72.2
18547,69.3,76.0
18548,72.0,63.0
18550,71.7,73.2
18554,79.3,78.5
18555,66.7,67.5
18557,78.0,79.0
18559,69.7,72.0
18561,74.7,77.5
18563,81.7,86.8
18564,81.7,83.8
18569,84.7,81.8
18570,72.0,74.8
18572,77.3,81.0
18573,84.3,85.0
18575,80.7,76.8
18576,72.3,77.5
18577,76.0,77.0
18580,78.3,80.0
18584,69.0,68.5
18585,81.3,84.8
18587,73.7,76.2
18593,74.3,74.8
18595,79.0,79.0
18596,83.3,87.2
18598,81.0,83.2
18600,72.0,68.2
18605,69.7,72.0
18607,74.7,77.5
18609,72.0,69.2
18611,76.0,76.8
18614,72.0,74.8
18616,78.0,79.0
18619,75.7,76.8
18621,73.0,72.0
18622,72.3,77.5
18624,84.7,83.2
18625,71.7,73.2
18626,78.3,81.5
18629,84.3,85.0
18631,81.7,86.8
18633,80.7,78.8
18634,66.7,67.5
18636,69.3,76.0
18640,81.3,84.8
18643,73.7,76.2
18644,69.7,69.5
18650,79.3,78.5
18652,76.0,79.8
18653,73.0,76.5
18655,80.7,76.8
18659,69.0,68.5
18660,88.7,84.0
18662,73.0,74.2
18663,81.7,83.8
18666,79.0,79.0
18668,73.0,72.0
18670,68.0,74.5
18672,66.3,71.8
18673,72.0,69.2
18674,83.0,80.5
18676,61.0,57.5
18678,76.0,76.8
18679,83.3,87.2
18681,75.7,76.8
18683,84.7,83.2
18684,76.0,76.5
18685,66.7,67.5
18687,84.7,81.8
18688,79.3,78.5
18689,84.0,77.0
18690,88.7,84.0
18691,79.7,80.5
18692,84.3,85.0
18693,69.7,72.0
18694,83.0,80.5
18695,81.0,83.2
18698,75.7,76.8
18699,75.0,76.2
18700,69.0,68.5
18701,67.3,68.8
18702,84.7,83.2
18703,76.0,76.5
18704,81.7,86.8
18707,79.0,79.0
18708,77.3,81.0
18709,81.3,84.8
18710,76.0,77.0
18712,79.3,78.5
18713,83.3,87.2
18715,84.0,77.0
18717,88.7,84.0
18718,72.3,77.5
18719,79.7,80.5
18721,84.7,81.8
18722,84.3,85.0
18723,72.0,74.8
18724,76.0,79.8
18726,69.0,68.5
18728,81.0,83.2
18729,81.7,86.8
18731,72.3,74.8
18732,75.7,76.8
18733,73.7,76.2
18734,81.7,83.8
18735,72.3,73.0
18736,83.3,87.2
18737,88.7,84.0
18738,81.3,84.8
18739,73.0,74.2
18740,79.3,78.5
18742,84.7,81.8
18743,71.7,76.0
18744,75.3,74.0
18745,84.3,85.0
18746,72.0,74.8
18748,76.0,79.8
18749,69.3,76.0
18750,78.3,81.5
18751,73.7,76.2
18754,67.7,72.2
18755,72.3,74.8
18756,75.7,76.8
18758,83.0,80.5
18759,72.3,75.2
18760,73.0,74.2
18761,81.7,83.8
18763,71.7,76.0
18764,80.7,76.8
18766,78.3,81.5
18767,71.7,76.0
18769,78.0,79.0
18770,75.7,76.8
18771,75.0,76.2
18772,88.7,84.0
18774,84.3,85.0
18775,81.7,86.8
18776,72.3,75.2
18777,81.0,83.2
18778,81.7,83.8
18780,79.0,79.0
18781,75.0,76.2
18782,81.7,86.8
18784,84.3,85.0
18785,84.7,81.8
18786,84.3,85.0
18787,84.3,85.0
18794,64.0,67.5
18795,64.3,68.5
18797,75.3,73.8
18801,74.0,75.2
18804,69.7,72.0
18805,73.7,76.2
18806,76.0,78.8
18808,81.7,86.8
18809,76.0,77.0
18811,74.3,74.8
18812,77.3,81.0
18813,90.0,84.2
18814,73.7,74.5
18816,86.7,82.5
18817,70.0,68.5
18818,81.3,81.2
18819,76.0,76.2
18822,82.7,84.0
18823,76.3,79.5
18824,75.3,77.2
18826,80.7,83.0
18827,77.0,77.0
18828,70.7,72.2
18832,68.3,66.0
18834,66.3,68.5
18835,72.7,75.0
18840,78.3,76.8
18841,75.0,73.5
18843,76.7,78.0
18844,64.0,58.0
18845,81.0,79.2
18847,77.3,76.2
18848,78.3,77.8
18849,82.0,78.5
18852,65.3,71.8
18853,77.3,76.2
18854,76.0,77.8
18855,76.3,80.2
18861,72.7,76.2
18862,74.7,75.2
18864,68.7,78.0
18865,72.3,75.0
18868,69.3,72.8
18869,80.0,84.5
18870,74.0,72.8
18871,64.7,74.0
18872,73.3,74.8
18874,77.0,80.8
18875,85.3,86.8
18876,76.3,77.8
18877,77.0,77.2
18881,78.0,79.5
18882,87.0,84.0
18883,67.3,73.8
18884,78.3,76.8
18885,71.3,72.8
18886,80.0,82.0
18887,72.0,71.0
18888,68.3,76.8
18893,72.0,69.8
18896,80.7,80.8
18898,73.7,73.0
18900,79.0,80.0
18901,72.7,75.0
18902,82.0,77.2
18903,75.7,80.0
18907,85.0,78.2
18908,74.3,75.8
18909,76.3,76.0
18912,77.3,76.2
18913,70.7,72.8
18914,68.0,70.5
18918,74.7,81.8
18919,87.0,84.0
18921,72.0,71.0
18922,76.0,76.2
18923,74.0,76.2
18924,76.7,78.0
18925,82.7,84.0
18926,76.3,79.5
18927,75.3,77.2
18928,72.7,71.8
18931,70.0,65.5
18934,77.0,77.0
18935,73.7,73.0
18936,70.7,72.2
18937,78.0,81.2
18939,85.0,78.2
18942,86.7,82.5
18945,87.0,85.2
18946,76.7,78.0
18947,77.3,77.8
18948,74.3,75.2
18951,80.7,83.0
18954,86.7,83.5
18956,65.3,75.0
18960,77.3,76.2
18961,83.3,82.0
18963,81.3,88.0
18964,81.0,79.2
18965,80.7,80.8
18966,77.0,69.0
18967,71.0,73.2
18968,81.3,79.5
18969,74.3,76.2
18970,78.3,77.8
18971,75.7,76.8
18975,69.3,72.8
18976,82.0,78.5
18978,65.3,71.8
18979,74.0,72.8
18980,74.0,76.2
18982,73.3,74.8
18983,70.0,65.5
18985,79.0,80.0
18986,77.0,80.8
18987,70.7,72.8
18988,72.3,75.0
18989,76.3,77.8
18990,77.0,77.2
18995,78.0,79.5
19000,80.7,83.0
19002,82.0,77.2
19003,90.0,84.2
19004,73.7,74.5
19005,70.0,68.5
19006,80.0,82.0
19007,81.3,81.2
19008,76.0,77.8
19009,76.3,80.2
19010,81.3,88.0
19020,80.7,80.8
19021,77.3,79.2
19022,72.7,76.2
19024,81.3,79.5
19027,70.7,72.2
19028,68.7,78.0
19029,75.7,76.8
19030,72.7,75.0
19032,76.3,76.0
19054,77.3,77.8
19058,80.7,83.0
19064,87.0,84.0
19065,81.3,81.2
19068,77.0,77.0
19070,85.0,78.2
19072,76.3,76.0
19073,65.3,75.0
