,home_team_fifa_rank,away_team_fifa_rank,home_team_total_fifa_points,away_team_total_fifa_points,home_team_score,away_team_score,neutral_location
854,55,101,0,0,1,1,0
855,46,1,0,0,1,2,0
856,61,24,0,0,2,1,0
857,34,23,0,0,0,0,0
858,76,116,0,0,2,0,0
859,116,61,0,0,0,7,1
860,144,143,0,0,2,2,0
861,35,31,0,0,0,0,0
862,76,61,0,0,2,0,0
863,67,52,0,0,2,0,0
864,161,127,0,0,3,1,0
865,62,31,0,0,1,2,1
866,49,52,0,0,2,1,1
867,161,175,0,0,0,3,0
868,137,134,0,0,3,0,0
869,102,56,0,0,3,2,1
870,4,26,0,0,3,2,0
871,175,127,0,0,9,0,1
872,67,49,0,0,1,2,0
873,33,102,0,0,1,1,0
874,35,62,0,0,3,0,0
875,27,72,0,0,1,2,0
876,8,69,0,0,1,0,0
877,38,14,0,0,0,1,0
878,6,42,0,0,1,1,0
879,55,71,0,0,1,1,0
880,21,35,0,0,2,1,0
881,156,10,0,0,0,0,0
882,16,76,0,0,3,2,0
883,63,78,0,0,5,1,0
884,94,70,0,0,2,1,0
885,82,56,0,0,1,0,0
886,148,115,0,0,1,1,0
887,1,6,0,0,1,0,1
888,44,136,0,0,4,1,0
889,67,30,0,0,1,3,0
890,62,29,0,0,4,1,1
891,96,23,0,0,0,2,0
892,54,77,0,0,0,0,0
893,33,34,0,0,2,0,0
894,102,105,0,0,2,0,0
895,138,68,0,0,0,3,0
896,81,25,0,0,0,1,0
897,37,72,0,0,1,0,0
898,1,35,0,0,3,0,1
899,113,7,0,0,1,0,0
900,12,5,0,0,3,2,0
901,67,30,0,0,0,3,0
902,14,66,0,0,4,0,0
903,137,31,0,0,0,2,0
904,61,84,0,0,2,1,0
905,112,22,0,0,1,0,0
906,88,18,0,0,0,5,0
907,114,101,0,0,2,3,0
908,52,76,0,0,1,2,0
909,4,89,0,0,2,0,0
910,11,46,0,0,2,1,0
911,134,15,0,0,0,7,0
912,3,133,0,0,1,0,0
913,43,93,0,0,0,1,0
914,21,6,0,0,3,3,0
915,103,58,0,0,0,0,0
916,150,106,0,0,2,1,0
917,72,62,0,0,1,2,1
918,37,29,0,0,2,3,0
919,6,35,0,0,2,2,1
920,21,1,0,0,1,3,0
921,116,84,0,0,1,3,0
922,38,24,0,0,2,1,0
923,57,30,0,0,0,1,1
924,42,53,0,0,2,1,0
925,10,40,0,0,1,3,0
926,74,51,0,0,1,0,0
927,27,20,0,0,3,2,0
928,62,29,0,0,1,0,1
929,10,100,0,0,2,1,0
930,23,18,0,0,1,0,1
931,58,27,0,0,2,1,0
932,34,7,0,0,4,0,0
933,124,62,0,0,1,3,0
934,42,100,0,0,0,1,0
935,14,2,0,0,0,1,0
936,108,25,0,0,1,2,1
937,58,27,0,0,1,0,0
938,5,2,0,0,2,0,1
939,7,23,0,0,0,0,1
940,42,25,0,0,0,0,0
941,100,108,0,0,3,2,1
942,14,5,0,0,1,2,0
943,58,27,0,0,0,1,0
944,7,18,0,0,2,1,1
945,75,41,0,0,3,1,0
946,36,108,0,0,7,0,0
947,34,23,0,0,0,0,0
948,36,108,0,0,2,2,0
949,10,58,0,0,2,0,0
950,100,76,0,0,1,0,0
951,31,27,0,0,2,0,0
952,73,62,0,0,4,1,0
953,49,121,0,0,2,0,0
954,36,124,0,0,4,1,0
955,7,100,0,0,1,2,1
956,1,76,0,0,1,0,1
957,23,73,0,0,1,1,1
958,10,62,0,0,2,1,1
959,34,42,0,0,2,1,1
960,7,124,0,0,3,1,1
961,119,20,0,0,0,0,0
962,36,100,0,0,1,0,0
963,1,73,0,0,2,0,1
964,23,76,0,0,1,0,1
965,10,42,0,0,4,0,1
966,34,62,0,0,0,1,1
967,100,124,0,0,3,2,1
968,1,23,0,0,3,0,1
969,73,76,0,0,1,2,1
970,36,7,0,0,1,1,0
971,10,34,0,0,0,3,1
972,42,62,0,0,2,2,1
973,20,57,0,0,1,1,0
974,107,82,0,0,2,1,0
975,71,97,0,0,2,0,0
976,24,43,0,0,4,0,0
977,69,88,0,0,2,0,0
978,32,140,0,0,2,0,0
979,72,40,0,0,1,3,0
980,50,138,0,0,4,0,0
981,75,74,0,0,2,1,0
982,100,23,0,0,1,1,1
983,36,62,0,0,2,1,0
984,1,10,0,0,2,2,1
985,34,7,0,0,0,0,1
986,95,132,0,0,2,1,0
987,81,175,0,0,2,0,1
988,36,23,0,0,2,0,0
989,34,1,0,0,0,1,1
990,152,144,0,0,2,0,0
991,95,175,0,0,1,2,0
992,102,96,0,0,1,2,0
993,132,81,0,0,0,5,1
994,57,24,0,0,2,1,0
995,23,34,0,0,4,1,1
996,4,17,0,0,0,0,0
997,175,132,0,0,2,0,1
998,95,81,0,0,1,0,0
999,50,31,0,0,2,2,0
1000,129,144,0,0,5,1,1
1001,36,1,0,0,1,1,0
1002,156,83,0,0,2,9,0
1003,49,107,0,0,1,1,0
1004,56,72,0,0,2,1,0
1005,79,146,0,0,4,0,0
1006,102,28,0,0,1,1,0
1007,41,44,0,0,1,0,0
1008,156,131,0,0,0,3,0
1009,108,26,0,0,0,2,0
1010,23,70,0,0,6,0,0
1011,58,46,0,0,4,1,0
1012,104,21,0,0,0,0,0
1013,114,75,0,0,0,0,0
1014,48,87,0,0,3,0,0
1015,91,100,0,0,3,0,0
1016,74,95,0,0,3,1,0
1017,148,115,0,0,0,0,0
1018,74,83,0,0,3,1,0
1019,95,83,0,0,1,0,1
1020,36,71,0,0,3,0,0
1021,36,1,0,0,1,5,0
1022,39,1,0,0,0,1,0
1023,152,10,0,0,0,7,0
1024,130,7,0,0,0,2,0
1025,150,43,0,0,0,1,1
1026,123,49,0,0,0,1,0
1027,37,9,0,0,0,6,0
1028,18,32,0,0,1,1,0
1029,55,47,0,0,0,2,0
1030,40,14,0,0,0,2,0
1031,69,42,0,0,3,2,0
1032,90,94,0,0,2,1,0
1033,2,30,0,0,1,1,0
1034,25,27,0,0,1,0,0
1035,15,20,0,0,1,0,0
1036,95,24,0,0,1,1,0
1037,157,167,0,0,4,2,1
1038,95,24,0,0,3,1,0
1039,137,177,0,0,3,1,1
1040,29,4,0,0,1,2,0
1041,137,167,0,0,3,3,1
1042,157,177,0,0,3,0,1
1043,137,177,0,0,3,0,1
1044,157,167,0,0,2,0,1
1045,31,99,0,0,2,1,0
1046,56,123,0,0,7,1,0
1047,9,55,0,0,1,1,0
1048,97,12,0,0,1,1,0
1049,42,16,0,0,3,1,0
1050,29,7,0,0,1,3,0
1051,27,2,0,0,2,0,0
1052,22,13,0,0,0,0,0
1053,126,8,0,0,2,5,0
1054,18,149,0,0,10,0,0
1055,4,86,0,0,4,1,0
1056,6,81,0,0,1,0,0
1057,65,153,0,0,1,0,0
1058,49,80,0,0,1,3,0
1059,111,95,0,0,1,0,0
1060,99,127,0,0,1,2,0
1061,17,103,0,0,1,0,0
1062,28,14,0,0,0,0,0
1063,142,30,0,0,0,4,0
1064,23,37,0,0,1,0,0
1065,40,43,0,0,1,0,0
1066,3,75,0,0,6,0,0
1067,15,11,0,0,0,0,0
1068,31,61,0,0,2,0,0
1069,62,118,0,0,1,0,0
1070,48,36,0,0,3,1,0
1071,41,81,0,0,1,2,0
1072,6,9,0,0,2,1,0
1073,85,86,0,0,1,0,0
1074,86,56,0,0,2,0,0
1075,67,106,0,0,3,2,0
1076,47,39,0,0,0,0,0
1077,142,19,0,0,0,2,0
1078,130,35,0,0,0,2,0
1079,14,102,0,0,3,0,0
1080,73,2,0,0,1,1,0
1081,4,135,0,0,6,1,0
1082,22,29,0,0,4,3,0
1083,9,15,0,0,0,0,0
1084,40,24,0,0,1,1,0
1085,1,36,0,0,2,0,0
1086,43,57,0,0,2,0,0
1087,72,105,0,0,1,1,0
1088,13,6,0,0,1,1,0
1089,100,14,0,0,2,1,0
1090,37,39,0,0,0,0,0
1091,12,70,0,0,2,1,0
1092,48,151,0,0,2,0,0
1093,154,45,0,0,0,4,0
1094,58,116,0,0,5,0,0
1095,120,130,0,0,0,0,0
1096,66,5,0,0,0,4,0
1097,16,29,0,0,2,1,1
1098,8,18,0,0,0,0,0
1099,7,20,0,0,1,3,0
1100,17,32,0,0,2,1,0
1101,133,128,0,0,1,3,0
1102,42,33,0,0,4,1,0
1103,69,79,0,0,3,2,0
1104,3,31,0,0,2,0,0
1105,11,54,0,0,3,0,0
1106,34,4,0,0,1,2,0
1107,81,71,0,0,1,0,0
1108,81,58,0,0,1,0,1
1109,49,51,0,0,0,2,0
1110,95,35,0,0,2,3,0
1111,100,25,0,0,2,2,0
1112,129,81,0,0,1,5,0
1113,66,62,0,0,1,0,0
1114,150,170,0,0,2,0,0
1115,129,58,0,0,0,7,0
1116,34,39,0,0,2,1,0
1117,50,61,0,0,2,2,0
1118,138,134,0,0,4,0,0
1119,70,15,0,0,2,1,0
1120,34,39,0,0,2,1,0
1121,138,127,0,0,2,0,0
1122,170,150,0,0,0,5,0
1123,48,39,0,0,1,1,0
1124,134,127,0,0,1,0,1
1125,51,99,0,0,4,0,1
1126,138,134,0,0,1,2,0
1127,25,51,0,0,2,0,0
1128,31,81,0,0,4,2,0
1129,25,99,0,0,2,1,0
1130,7,1,0,0,0,1,0
1131,101,55,0,0,0,0,0
1132,35,95,0,0,1,0,0
1133,65,44,0,0,1,0,0
1134,6,67,0,0,3,1,0
1135,86,96,0,0,0,2,0
1136,89,59,0,0,1,1,0
1137,55,101,0,0,3,0,0
1138,146,27,0,0,0,0,1
1139,75,29,0,0,1,1,0
1140,20,98,0,0,3,0,0
1141,8,114,0,0,3,1,0
1142,22,9,0,0,3,1,0
1143,12,42,0,0,2,0,0
1144,3,11,0,0,3,1,0
1145,30,113,0,0,5,0,0
1146,6,43,0,0,4,0,0
1147,115,77,0,0,3,2,0
1148,36,49,0,0,2,0,0
1149,14,4,0,0,3,0,0
1150,46,40,0,0,5,3,0
1151,17,18,0,0,3,0,0
1152,5,38,0,0,3,1,0
1153,26,141,0,0,5,0,0
1154,33,15,0,0,0,2,0
1155,73,45,0,0,1,2,0
1156,2,92,0,0,3,0,0
1157,13,28,0,0,2,2,0
1158,166,49,0,0,1,0,1
1159,99,118,0,0,2,1,0
1160,167,157,0,0,0,1,0
1161,132,47,0,0,2,1,1
1162,62,56,0,0,2,0,1
1163,160,110,0,0,2,1,0
1164,49,118,0,0,1,0,1
1165,99,166,0,0,1,1,0
1166,90,103,0,0,2,0,1
1167,47,56,0,0,3,0,1
1168,62,132,0,0,2,0,1
1169,23,61,0,0,2,2,1
1170,139,56,0,0,2,1,1
1171,53,68,0,0,1,1,1
1172,59,34,0,0,2,2,0
1173,137,102,0,0,1,0,1
1174,111,91,0,0,2,1,1
1175,59,23,0,0,2,0,0
1176,34,61,0,0,1,1,1
1177,99,139,0,0,1,0,0
1178,68,166,0,0,2,0,1
1179,47,28,0,0,0,0,1
1180,23,34,0,0,3,1,1
1181,65,43,0,0,1,2,0
1182,51,6,0,0,1,1,0
1183,59,61,0,0,2,0,0
1184,166,139,0,0,1,0,1
1185,74,108,0,0,2,2,1
1186,47,43,0,0,4,0,1
1187,161,91,0,0,1,0,0
1188,65,28,0,0,0,2,0
1189,99,68,0,0,0,0,0
1190,69,141,0,0,2,0,1
1191,13,17,0,0,2,2,1
1192,55,6,0,0,3,2,0
1193,22,101,0,0,3,0,0
1194,65,47,0,0,2,1,0
1195,28,43,0,0,2,1,1
1196,163,141,0,0,1,0,1
1197,74,160,0,0,7,0,1
1198,47,28,0,0,0,0,1
1199,65,43,0,0,0,0,0
1200,72,97,0,0,0,0,0
1201,135,51,0,0,1,2,0
1202,104,76,0,0,2,1,0
1203,108,160,0,0,5,0,1
1204,137,91,0,0,1,0,1
1205,69,163,0,0,2,0,1
1206,13,75,0,0,1,2,0
1207,146,51,0,0,0,3,0
1208,104,163,0,0,0,1,0
1209,69,76,0,0,1,1,1
1210,28,52,0,0,2,1,0
1211,97,108,0,0,2,1,1
1212,104,76,0,0,2,1,0
1213,69,163,0,0,3,0,1
1214,20,16,0,0,1,1,0
1215,21,10,0,0,0,2,1
1216,82,18,0,0,1,2,0
1217,59,2,0,0,0,0,0
1218,68,84,0,0,1,0,0
1219,1,15,0,0,3,1,0
1220,56,12,0,0,2,1,0
1221,7,127,0,0,6,0,0
1222,101,67,0,0,2,5,0
1223,25,22,0,0,2,0,0
1224,37,87,0,0,1,0,0
1225,84,163,0,0,0,0,0
1226,52,67,0,0,1,2,0
1227,23,29,0,0,1,2,0
1228,54,163,0,0,3,0,0
1229,134,163,0,0,2,1,0
1230,38,22,0,0,3,1,0
1231,54,29,0,0,1,1,0
1232,57,127,0,0,0,0,0
1233,58,87,0,0,2,1,0
1234,57,127,0,0,0,0,0
1235,59,67,0,0,1,2,0
1236,23,22,0,0,2,1,0
1237,59,29,0,0,1,1,0
1238,65,49,0,0,3,1,1
1239,57,82,0,0,2,3,1
1240,12,95,0,0,5,0,1
1241,76,67,0,0,1,0,0
1242,1,65,0,0,4,1,1
1243,40,37,0,0,3,0,0
1244,19,57,0,0,3,2,0
1245,145,12,0,0,0,1,1
1246,49,1,0,0,0,5,1
1247,20,29,0,0,0,2,1
1248,56,96,0,0,1,1,0
1249,25,48,0,0,0,0,1
1250,23,80,0,0,2,1,1
1251,58,101,0,0,2,1,1
1252,67,87,0,0,1,2,1
1253,145,95,0,0,3,0,1
1254,134,73,0,0,1,0,0
1255,22,76,0,0,1,1,1
1256,19,82,0,0,2,0,0
1257,113,38,0,0,0,6,1
1258,48,58,0,0,2,0,1
1259,37,23,0,0,2,1,1
1260,19,1,0,0,0,1,0
1261,29,22,0,0,2,1,1
1262,12,145,0,0,1,0,1
1263,101,25,0,0,1,5,1
1264,40,80,0,0,1,0,0
1265,12,1,0,0,2,0,1
1266,76,20,0,0,0,1,1
1267,19,145,0,0,3,0,0
1268,82,32,0,0,3,3,1
1269,105,44,0,0,1,2,1
1270,37,42,0,0,2,1,0
1271,43,172,0,0,3,0,0
1272,51,23,0,0,0,4,1
1273,29,22,0,0,0,1,0
1274,68,19,0,0,0,2,1
1275,31,21,0,0,3,1,1
1276,125,172,0,0,1,0,1
1277,29,44,0,0,2,1,0
1278,23,22,0,0,3,1,1
1279,45,31,0,0,1,1,1
1280,43,125,0,0,4,0,0
1281,66,180,0,0,7,1,1
1282,110,166,0,0,8,0,0
1283,43,172,0,0,2,0,0
1284,29,19,0,0,3,0,0
1285,23,31,0,0,2,4,1
1286,110,180,0,0,4,1,0
1287,166,66,0,0,0,7,1
1288,172,125,0,0,3,1,1
1289,112,57,0,0,0,1,0
1290,29,31,0,0,2,0,0
1291,23,19,0,0,1,0,1
1292,56,39,0,0,1,1,0
1293,110,66,0,0,0,2,0
1294,180,166,0,0,5,1,1
1295,43,125,0,0,1,0,0
1296,39,8,0,0,2,1,0
1297,53,70,0,0,1,7,1
1298,89,5,0,0,0,2,0
1299,33,99,0,0,2,0,0
1300,4,9,0,0,1,0,0
1301,53,5,0,0,0,3,1
1302,89,70,0,0,0,0,0
1303,72,50,0,0,1,0,0
1304,54,30,0,0,1,4,0
1305,113,57,0,0,1,0,0
1306,89,53,0,0,1,4,0
1307,67,56,0,0,1,3,0
1308,5,70,0,0,3,1,1
1309,54,30,0,0,3,0,0
1310,56,65,0,0,4,1,0
1311,39,67,0,0,4,0,0
1312,28,86,0,0,3,2,0
1313,141,131,0,0,0,0,1
1314,97,57,0,0,0,2,1
1315,72,50,0,0,5,2,0
1316,84,57,0,0,1,1,0
1317,30,35,0,0,5,0,1
1318,75,131,0,0,1,0,0
1319,7,41,0,0,3,1,0
1320,46,48,0,0,4,2,0
1321,20,3,0,0,1,2,0
1322,30,12,0,0,1,1,1
1323,86,54,0,0,0,3,0
1324,69,133,0,0,4,1,0
1325,135,125,0,0,2,2,1
1326,86,101,0,0,1,0,0
1327,52,12,0,0,0,2,0
1328,85,54,0,0,1,2,0
1329,141,125,0,0,3,0,1
1330,52,12,0,0,0,0,0
1331,43,37,0,0,2,1,0
1332,112,133,0,0,1,1,0
1333,101,86,0,0,0,3,0
1334,58,126,0,0,2,0,0
1335,133,94,0,0,7,1,1
1336,140,86,0,0,0,2,0
1337,19,57,0,0,2,1,1
1338,112,94,0,0,5,2,0
1339,49,153,0,0,2,0,1
1340,40,70,0,0,2,0,0
1341,158,138,0,0,3,3,0
1342,136,86,0,0,2,2,0
1343,78,60,0,0,1,0,0
1344,43,62,0,0,3,0,0
1345,99,21,0,0,1,1,0
1346,86,56,0,0,0,1,0
1347,158,118,0,0,0,1,0
1348,81,62,0,0,3,2,0
1349,22,26,0,0,0,2,1
1350,19,49,0,0,3,0,0
1351,86,136,0,0,2,0,0
1352,81,22,0,0,0,0,0
1353,62,26,0,0,2,2,1
1354,159,173,0,0,3,2,0
1355,22,62,0,0,1,1,1
1356,43,46,0,0,2,0,0
1357,13,31,0,0,3,0,0
1358,81,26,0,0,1,0,0
1359,27,17,0,0,1,0,0
1360,42,21,0,0,1,0,0
1361,28,7,0,0,0,2,0
1362,1,16,0,0,8,2,0
1363,78,79,0,0,0,2,0
1364,3,9,0,0,2,0,0
1365,126,116,0,0,3,0,0
1366,57,175,0,0,1,0,0
1367,32,5,0,0,0,2,0
1368,92,88,0,0,1,0,0
1369,51,17,0,0,0,2,0
1370,37,61,0,0,0,0,0
1371,20,41,0,0,1,0,0
1372,29,52,0,0,1,0,0
1373,38,84,0,0,4,0,0
1374,19,40,0,0,4,1,0
1375,165,142,0,0,1,2,0
1376,138,158,0,0,1,3,0
1377,173,159,0,0,1,3,0
1378,130,58,0,0,0,1,0
1379,142,165,0,0,6,0,0
1380,141,31,0,0,0,1,0
1381,113,72,0,0,2,2,0
1382,43,66,0,0,4,1,0
1383,110,16,0,0,2,0,0
1384,120,55,0,0,1,2,0
1385,58,130,0,0,1,0,0
1386,85,86,0,0,3,1,0
1387,118,158,0,0,1,1,0
1388,8,36,0,0,3,1,0
1389,38,3,0,0,0,0,0
1390,9,67,0,0,1,0,0
1391,10,37,0,0,2,0,0
1392,13,27,0,0,2,0,0
1393,41,78,0,0,4,1,0
1394,23,28,0,0,0,0,0
1395,134,52,0,0,0,3,0
1396,45,58,0,0,2,0,0
1397,74,43,0,0,0,2,0
1398,51,121,0,0,2,0,0
1399,86,159,0,0,3,0,0
1400,11,2,0,0,0,1,0
1401,57,7,0,0,1,2,0
1402,17,6,0,0,0,0,0
1403,18,71,0,0,5,0,0
1404,39,24,0,0,0,0,0
1405,19,1,0,0,2,3,0
1406,26,66,0,0,2,0,0
1407,116,35,0,0,0,2,0
1408,138,92,0,0,0,4,0
1409,155,136,0,0,6,0,0
1410,131,118,0,0,1,1,0
1411,121,51,0,0,2,0,0
1412,155,136,0,0,1,1,0
1413,135,156,0,0,2,1,0
1414,131,118,0,0,0,1,0
1415,44,59,0,0,4,5,0
1416,40,87,0,0,1,1,0
1417,30,69,0,0,3,2,0
1418,71,36,0,0,1,1,1
1419,156,135,0,0,2,1,0
1420,173,111,0,0,0,1,0
1421,148,126,0,0,5,1,0
1422,45,71,0,0,2,1,0
1423,166,99,0,0,4,0,0
1424,7,39,0,0,2,1,0
1425,111,173,0,0,2,1,0
1426,112,15,0,0,0,1,0
1427,158,174,0,0,2,1,1
1428,108,102,0,0,0,0,0
1429,138,92,0,0,0,1,0
1430,155,125,0,0,6,1,0
1431,98,131,0,0,3,1,0
1432,112,15,0,0,1,1,0
1433,153,75,0,0,0,1,0
1434,138,92,0,0,0,5,0
1435,140,121,0,0,0,1,0
1436,59,7,0,0,0,2,0
1437,118,84,0,0,2,0,0
1438,88,64,0,0,0,0,0
1439,23,74,0,0,3,0,0
1440,125,155,0,0,0,1,0
1441,12,39,0,0,5,2,1
1442,121,140,0,0,1,0,0
1443,122,79,0,0,1,1,0
1444,126,148,0,0,0,1,0
1445,15,77,0,0,1,0,0
1446,58,65,0,0,2,2,0
1447,15,77,0,0,0,0,0
1448,55,24,0,0,0,3,0
1449,70,145,0,0,3,1,0
1450,49,47,0,0,1,0,0
1451,80,83,0,0,2,0,1
1452,158,143,0,0,0,0,0
1453,81,3,0,0,2,5,0
1454,86,104,0,0,1,1,0
1455,29,37,0,0,2,0,0
1456,48,23,0,0,0,1,0
1457,17,25,0,0,0,2,0
1458,47,138,0,0,4,1,1
1459,113,76,0,0,1,0,0
1460,49,135,0,0,3,0,0
1461,22,58,0,0,2,0,0
1462,132,92,0,0,0,1,0
1463,86,104,0,0,1,2,0
1464,14,31,0,0,2,1,0
1465,88,130,0,0,2,2,0
1466,28,84,0,0,3,0,0
1467,135,47,0,0,3,1,1
1468,49,138,0,0,5,1,0
1469,41,10,0,0,1,0,0
1470,9,31,0,0,1,0,1
1471,80,142,0,0,0,0,1
1472,115,30,0,0,0,0,0
1473,5,59,0,0,2,0,0
1474,44,18,0,0,0,1,0
1475,7,40,0,0,2,2,0
1476,26,12,0,0,3,2,0
1477,13,55,0,0,2,0,0
1478,60,2,0,0,1,1,0
1479,3,67,0,0,1,0,0
1480,138,135,0,0,1,1,1
1481,91,110,0,0,0,0,0
1482,121,89,0,0,2,1,0
1483,2,5,0,0,0,1,0
1484,122,79,0,0,3,2,0
1485,82,7,0,0,0,2,0
1486,52,84,0,0,1,1,0
1487,113,20,0,0,0,1,0
1488,126,76,0,0,2,0,0
1489,81,122,0,0,0,1,0
1490,16,107,0,0,3,1,0
1491,94,15,0,0,2,0,0
1492,4,88,0,0,5,1,0
1493,21,10,0,0,1,2,0
1494,86,85,0,0,0,2,0
1495,176,133,0,0,1,2,0
1496,28,67,0,0,4,1,0
1497,151,53,0,0,1,0,0
1498,125,23,0,0,2,0,0
1499,11,17,0,0,1,0,0
1500,38,8,0,0,2,0,0
1501,59,30,0,0,1,2,0
1502,44,27,0,0,2,2,0
1503,104,46,0,0,3,1,0
1504,143,69,0,0,1,2,0
1505,19,130,0,0,5,0,0
1506,77,9,0,0,1,1,0
1507,3,42,0,0,2,0,0
1508,173,22,0,0,1,3,0
1509,155,72,0,0,0,5,0
1510,154,48,0,0,0,1,0
1511,109,58,0,0,2,1,0
1512,32,62,0,0,0,2,0
1513,119,29,0,0,1,1,0
1514,80,135,0,0,4,0,1
1515,106,108,0,0,3,0,0
1516,2,159,0,0,9,1,0
1517,13,44,0,0,3,1,0
1518,65,87,0,0,0,1,0
1519,5,124,0,0,2,0,0
1520,52,74,0,0,2,1,0
1521,49,80,0,0,2,0,0
1522,24,21,0,0,1,1,0
1523,12,37,0,0,1,0,1
1524,78,17,0,0,0,0,0
1525,11,18,0,0,1,1,1
1526,2,10,0,0,2,0,1
1527,23,110,0,0,1,1,0
1528,92,70,0,0,3,5,0
1529,43,109,0,0,1,3,0
1530,133,176,0,0,4,1,0
1531,6,28,0,0,1,1,1
1532,14,44,0,0,2,1,0
1533,80,142,0,0,6,1,1
1534,122,146,0,0,8,0,0
1535,13,31,0,0,0,0,1
1536,16,5,0,0,0,1,1
1537,144,106,0,0,0,3,1
1538,7,3,0,0,2,1,1
1539,30,27,0,0,0,1,1
1540,122,144,0,0,7,0,0
1541,12,44,0,0,2,2,1
1542,146,106,0,0,0,7,1
1543,78,94,0,0,0,0,0
1544,14,37,0,0,0,2,0
1545,112,49,0,0,0,4,0
1546,28,16,0,0,1,0,1
1547,21,13,0,0,0,2,1
1548,46,104,0,0,1,0,0
1549,10,7,0,0,2,1,1
1550,122,106,0,0,2,0,0
1551,166,81,0,0,1,0,0
1552,18,30,0,0,1,0,1
1553,144,146,0,0,3,1,1
1554,37,44,0,0,0,3,1
1555,116,49,0,0,1,4,0
1556,24,31,0,0,2,0,0
1557,5,6,0,0,1,1,1
1558,58,109,0,0,1,1,0
1559,20,113,0,0,3,0,0
1560,85,86,0,0,3,1,0
1561,110,91,0,0,2,0,0
1562,27,11,0,0,3,0,1
1563,48,154,0,0,2,0,0
1564,79,122,0,0,3,1,0
1565,23,125,0,0,1,1,0
1566,76,126,0,0,1,1,0
1567,3,2,0,0,0,3,1
1568,53,151,0,0,0,1,0
1569,22,173,0,0,2,0,0
1570,14,12,0,0,2,2,0
1571,15,94,0,0,3,0,0
1572,69,143,0,0,2,2,0
1573,17,78,0,0,2,1,0
1574,106,146,0,0,2,1,0
1575,144,122,0,0,0,4,1
1576,24,13,0,0,4,1,0
1577,5,28,0,0,3,1,1
1578,16,6,0,0,1,2,1
1579,31,21,0,0,1,0,1
1580,27,18,0,0,0,3,1
1581,7,2,0,0,0,0,1
1582,146,122,0,0,0,4,1
1583,106,144,0,0,10,0,0
1584,3,10,0,0,3,3,1
1585,30,11,0,0,0,3,1
1586,102,156,0,0,5,0,0
1587,70,92,0,0,0,0,0
1588,77,124,0,0,4,0,0
1589,146,144,0,0,0,2,1
1590,106,122,0,0,1,2,0
1591,145,166,0,0,2,0,0
1592,24,6,0,0,0,0,0
1593,5,13,0,0,0,0,1
1594,54,119,0,0,1,0,0
1595,112,47,0,0,0,1,0
1596,10,18,0,0,1,0,1
1597,2,27,0,0,2,1,1
1598,89,121,0,0,4,0,1
1599,138,83,0,0,2,2,0
1600,49,116,0,0,8,0,0
1601,62,124,0,0,1,2,0
1602,24,2,0,0,1,1,0
1603,5,10,0,0,0,0,1
1604,100,98,0,0,0,4,1
1605,61,167,0,0,8,0,0
1606,55,114,0,0,2,0,0
1607,81,145,0,0,1,0,0
1608,167,98,0,0,0,2,1
1609,61,100,0,0,5,1,0
1610,10,2,0,0,1,2,1
1611,38,124,0,0,3,0,0
1612,142,80,0,0,1,1,0
1613,47,112,0,0,2,0,0
1614,83,138,0,0,0,0,0
1615,100,167,0,0,3,1,1
1616,61,98,0,0,1,1,0
1617,168,61,0,0,0,8,1
1618,99,111,0,0,2,2,0
1619,86,157,0,0,3,0,0
1620,29,32,0,0,4,1,0
1621,100,68,0,0,3,2,0
1622,36,125,0,0,6,1,0
1623,111,61,0,0,1,7,1
1624,12,38,0,0,3,1,0
1625,124,77,0,0,1,1,0
1626,78,15,0,0,0,0,0
1627,99,168,0,0,5,2,0
1628,77,65,0,0,1,2,1
1629,100,68,0,0,1,0,0
1630,111,168,0,0,4,1,1
1631,124,65,0,0,1,1,0
1632,99,61,0,0,2,2,0
1633,100,68,0,0,1,1,0
1634,157,142,0,0,0,1,0
1635,54,38,0,0,1,1,0
1636,142,86,0,0,3,1,0
1637,121,125,0,0,0,2,0
1638,49,121,0,0,1,1,0
1639,63,36,0,0,2,0,0
1640,49,34,0,0,0,0,0
1641,45,121,0,0,0,0,0
1642,121,34,0,0,1,0,0
1643,92,65,0,0,2,2,0
1644,93,49,0,0,1,1,0
1645,108,121,0,0,1,0,0
1646,130,180,0,0,4,1,0
1647,121,49,0,0,2,1,0
1648,165,95,0,0,4,1,0
1649,54,63,0,0,0,2,0
1650,53,180,0,0,4,0,1
1651,152,167,0,0,4,0,0
1652,163,109,0,0,0,0,0
1653,103,97,0,0,0,0,0
1654,49,93,0,0,0,0,0
1655,139,167,0,0,3,0,1
1656,154,178,0,0,1,0,0
1657,90,106,0,0,1,1,0
1658,130,53,0,0,0,4,0
1659,152,139,0,0,0,1,0
1660,83,65,0,0,5,2,0
1661,35,102,0,0,2,1,0
1662,49,76,0,0,2,1,0
1663,87,67,0,0,3,1,0
1664,52,107,0,0,2,1,0
1665,77,73,0,0,0,0,0
1666,121,108,0,0,1,0,0
1667,78,93,0,0,3,0,0
1668,23,48,0,0,2,0,0
1669,7,10,0,0,0,1,0
1670,31,115,0,0,2,0,0
1671,32,93,0,0,1,1,0
1672,164,90,0,0,0,0,0
1673,108,49,0,0,1,1,1
1674,92,67,0,0,0,1,1
1675,80,69,0,0,1,0,0
1676,97,165,0,0,2,0,0
1677,76,49,0,0,1,2,0
1678,80,69,0,0,1,1,0
1679,121,45,0,0,2,0,0
1680,178,154,0,0,1,1,0
1681,106,90,0,0,1,1,0
